OBJECTID,NETWORK,TYPE,NAME, len , total traffic 2015 , total trucks 2015 , bus km 2015 , 5 year accidents , traffic lights , base case - current ,no trucks, dist_grow by trend , dist_grow by 20% , dist_decline by 20%  
3943,PBN & MTN,Off Road,," 2,555.3 ", 168 , 31 , 35.2 ,0,0," 2,590.75 "," 2,590.75 "," 2,590.75 "," 2,590.75 "," 2,590.75 "
3944,PBN & MTN,Off Road,, 716.2 , -   , 31 , -   ,0,0, 716.28 , 716.28 , 716.28 , 716.28 , 716.28 
3945,PBN & MTN,Off Road,, 98.3 , -   , 31 , -   ,0,0, 98.35 , 98.35 , 98.35 , 98.35 , 98.35 
3946,PBN & MTN,Off Road,, 670.3 , 21 , 31 , -   ,0,0, 670.33 , 670.33 , 670.33 , 670.33 , 670.33 
3947,PBN & MTN,Off Road,, 19.5 , 38 , 31 , -   ,0,0, 22.97 , 21.29 , 26.11 , 24.00 , 21.62 
3948,PBN & MTN,Off Road,, 855.3 , -   , 31 , -   ,0,0, 855.31 , 855.31 , 855.31 , 855.31 , 855.31 
3949,PBN & MTN,Off Road,, 566.0 , -   , 31 , -   ,0,0, 565.95 , 565.95 , 565.95 , 565.95 , 565.95 
3950,PBN & MTN,Off Road,," 1,188.6 ", 168 , 31 , 44.1 ,0,0," 1,233.07 "," 1,233.07 "," 1,233.07 "," 1,233.07 "," 1,233.07 "
3951,PBN & MTN,Off Road,, 113.2 , -   , 31 , -   ,0,0, 113.22 , 113.22 , 113.22 , 113.22 , 113.22 
3952,PBN & MTN,Off Road,, 598.7 , 50 , 31 , -   ,0,0, 598.70 , 598.70 , 598.70 , 598.70 , 598.70 
3953,PBN & MTN,Off Road,, 906.3 , 117 , 31 , -   ,0,0, 906.31 , 906.31 , 906.31 , 906.31 , 906.31 
3954,PBN & MTN,Off Road,, 27.9 , -   , 31 , 39.0 ,0,0, 56.35 , 56.35 , 56.35 , 57.31 , 55.74 
3955,PBN & MTN,Off Road,," 2,493.3 "," 18,661 ", 31 , -   ,2,1," 3,143.04 "," 2,493.37 "," 3,146.93 "," 3,185.55 "," 3,088.20 "
3956,PBN & MTN,Off Road,, 101.3 , 44 , 31 , -   ,0,0, 101.25 , 101.25 , 101.25 , 101.25 , 101.25 
3957,PBN & MTN,Off Road,, 690.0 , -   , 31 , -   ,0,0, 689.98 , 689.98 , 689.98 , 689.98 , 689.98 
3958,PBN & MTN,Off Road,, 201.3 ," 1,023 ", 31 , -   ,0,0, 243.62 , 201.27 , 243.70 , 247.29 , 238.90 
3959,PBN & MTN,Off Road,," 1,109.4 "," 26,742 ", 31 , -   ,0,0," 1,566.51 "," 1,109.45 "," 1,568.85 "," 1,581.55 "," 1,547.10 "
3960,PBN & MTN,Off Road,, 592.8 ," 1,716 ", 31 , 39.1 ,0,0, 713.49 , 631.93 , 715.48 , 725.28 , 698.28 
3961,PBN & MTN,Off Road,, 698.7 ," 2,869 ", 31 , 22.8 ,1,0, 849.25 , 721.49 , 847.73 , 862.41 , 832.26 
3962,PBN & MTN,Off Road,, 575.5 , 516 , 31 , 19.2 ,0,0, 594.74 , 594.74 , 594.74 , 600.08 , 594.74 
3963,PBN & MTN,Off Road,," 1,583.7 ", 296 , 31 , 25.2 ,0,0," 1,608.89 "," 1,608.89 "," 1,608.89 "," 1,608.89 "," 1,608.89 "
3964,PBN & MTN,Off Road,, 583.2 , 81 , 31 , -   ,0,0, 583.20 , 583.20 , 583.20 , 583.20 , 583.20 
3965,PBN & MTN,Off Road,, 155.4 , 436 , 31 , 38.6 ,0,0, 214.81 , 194.04 , 214.87 , 217.91 , 210.80 
3966,PBN & MTN,Off Road,, 558.7 , 283 , 31 , 37.8 ,0,0, 596.44 , 596.44 , 596.44 , 596.44 , 596.44 
3967,PBN & MTN,Off Road,, 518.6 , 63 , 31 , -   ,2,1, 518.55 , 518.55 , 518.55 , 518.55 , 518.55 
3968,PBN & MTN,Off Road,, 173.9 , -   , 31 , -   ,0,0, 173.86 , 173.86 , 173.86 , 173.86 , 173.86 
3969,PBN & MTN,Off Road,," 2,187.4 ", -   , 31 , -   ,0,0," 2,187.37 "," 2,187.37 "," 2,187.37 "," 2,187.37 "," 2,187.37 "
3970,PBN & MTN,Off Road,," 1,100.8 ", 62 , 31 , -   ,2,3," 1,100.78 "," 1,100.78 "," 1,100.78 "," 1,100.78 "," 1,100.78 "
3971,PBN & MTN,Off Road,, 187.7 , 261 , 31 , 21.4 ,0,0, 217.02 , 209.03 , 218.14 , 221.16 , 211.68 
3972,PBN & MTN,Off Road,, 867.1 , -   , 31 , -   ,0,0, 867.11 , 867.11 , 867.11 , 867.11 , 867.11 
3973,PBN & MTN,Off Road,, 77.4 , -   , 31 , -   ,0,0, 77.37 , 77.37 , 77.37 , 77.37 , 77.37 
3974,PBN & MTN,Off Road,, 530.0 , 266 , 31 , 44.1 ,1,0, 574.48 , 574.48 , 574.48 , 574.48 , 574.48 
3975,PBN & MTN,Off Road,," 1,244.6 ", 476 , 31 , -   ,0,0," 1,244.59 "," 1,244.59 "," 1,244.59 "," 1,244.59 "," 1,244.59 "
3976,PBN & MTN,On Road,," 7,872.2 "," 85,953 ", 31 , -   ,5,5," 10,308.23 "," 7,872.19 "," 10,323.12 "," 10,433.58 "," 10,146.53 "
3977,PBN & MTN,On Road,, 639.5 , -   , 31 , -   ,0,0, 639.55 , 639.55 , 639.55 , 639.55 , 639.55 
3978,PBN & MTN,On Road,, 349.6 ," 4,473 ", 31 , 729.7 ,0,0, 814.63 , 699.27 , 813.77 , 820.04 , 807.67 
3979,PBN & MTN,On Road,, 846.6 ," 9,224 ", 31 ," 1,699.8 ",1,0," 1,956.25 "," 1,694.33 "," 1,953.07 "," 1,969.74 "," 1,938.84 "
3980,PBN & MTN,On Road,, 222.4 , -   , 31 , -   ,0,0, 222.43 , 222.43 , 222.43 , 222.43 , 222.43 
3981,PBN & MTN,On Road,, 179.6 ," 14,024 ", 31 , 51.1 ,1,0, 332.05 , 230.74 , 331.72 , 333.85 , 329.72 
3982,PBN & MTN,On Road,, 370.1 , -   , 31 , -   ,0,0, 370.12 , 370.12 , 370.12 , 370.12 , 370.12 
3983,PBN & MTN,On Road,," 1,323.2 "," 15,710 ", 31 ," 1,357.7 ",5,1," 3,072.48 "," 2,648.35 "," 3,072.33 "," 3,093.23 "," 3,045.71 "
3984,PBN & MTN,On Road,, 734.6 ," 8,769 ", 31 , 28.7 ,0,0, 999.05 , 763.25 , 999.37 ," 1,010.55 ", 984.22 
3985,PBN & MTN,On Road,, 718.6 ," 93,876 ", 31 , -   ,2,1," 1,171.91 ", 718.64 ," 1,170.60 "," 1,178.03 "," 1,164.02 "
3986,PBN & MTN,On Road,, 704.5 ," 16,505 ", 31 ," 1,057.1 ",2,4," 1,696.64 "," 1,409.00 "," 1,696.42 "," 1,706.25 "," 1,684.24 "
3987,PBN & MTN,On Road,, 882.6 , 337 , 31 , 20.6 ,2,0, 903.24 , 903.24 , 903.24 , 903.24 , 903.24 
3988,PBN & MTN,On Road,, 116.6 , 684 , 31 , -   ,0,0, 143.29 , 116.59 , 143.48 , 145.37 , 140.62 
3989,PBN & MTN,On Road,, 114.2 ," 5,693 ", 31 , 224.3 ,0,0, 286.08 , 228.31 , 285.95 , 287.38 , 284.40 
3990,PBN & MTN,On Road,," 7,784.6 "," 83,964 ", 31 , -   ,10,4," 10,182.03 "," 7,785.22 "," 10,195.58 "," 10,306.27 "," 10,021.75 "
3991,PBN & MTN,On Road,," 1,262.6 "," 44,909 ", 31 , -   ,5,2," 1,846.33 "," 1,262.59 "," 1,845.64 "," 1,861.98 "," 1,826.13 "
3992,PBN & MTN,On Road,," 3,790.9 "," 10,381 ", 31 , -   ,4,0," 4,285.23 "," 3,790.88 "," 4,290.87 "," 4,361.24 "," 4,187.17 "
3993,PBN & MTN,On Road,," 2,977.8 "," 35,065 ", 31 , -   ,9,1," 3,928.46 "," 2,977.84 "," 3,934.33 "," 3,975.20 "," 3,868.16 "
3994,PBN & MTN,On Road,," 14,376.1 "," 83,063 ", 31 , -   ,30,9," 17,640.34 "," 14,376.08 "," 17,649.46 "," 17,896.55 "," 17,309.82 "
3995,PBN & MTN,On Road,," 4,997.6 "," 28,267 ", 31 , -   ,4,1," 6,118.62 "," 4,997.62 "," 6,114.06 "," 6,208.01 "," 6,003.31 "
3996,PBN & MTN,On Road,," 5,298.2 "," 39,002 ", 31 , -   ,15,3," 6,667.33 "," 5,298.19 "," 6,672.43 "," 6,757.92 "," 6,550.46 "
3997,PBN & MTN,On Road,," 1,923.2 "," 12,103 ", 31 , -   ,11,2," 2,381.14 "," 1,923.18 "," 2,385.51 "," 2,414.93 "," 2,337.56 "
3998,PBN & MTN,On Road,," 1,922.3 "," 14,135 ", 31 , -   ,1,0," 2,418.82 "," 1,922.34 "," 2,423.12 "," 2,451.69 "," 2,376.40 "
3999,PBN & MTN,On Road,, 630.2 ," 1,285 ", 31 , -   ,1,0, 688.32 , 630.21 , 688.63 , 701.51 , 671.30 
4000,PBN & MTN,On Road,, 414.6 , 148 , 31 , -   ,0,0, 414.64 , 414.64 , 414.64 , 414.64 , 414.64 
1,PBN,Off Road,, 22.5 ," 1,026 ", 31 , 40.3 ,2,1, 78.25 , 67.12 , 78.19 , 79.26 , 76.93 
2,PBN,Off Road,, 17.9 , 400 , 31 , 23.1 ,2,0, 55.20 , 48.00 , 55.16 , 56.01 , 54.14 
3,PBN,Off Road,, 14.2 , 178 , 31 , 23.1 ,1,1, 49.19 , 44.54 , 49.15 , 49.83 , 48.35 
4,PBN,Off Road,, 71.0 , -   , 31 , -   ,0,0, 70.99 , 70.99 , 70.99 , 70.99 , 70.99 
5,PBN,Off Road,, 368.8 , -   , 31 , -   ,0,0, 368.82 , 368.82 , 368.82 , 368.82 , 368.82 
6,PBN,Off Road,, 6.8 , -   , 31 , -   ,0,0, 8.90 , 8.90 , 8.89 , 9.07 , 8.68 
7,PBN,Off Road,OUTER CIRCLE RAIL TRAIL, 82.5 , 429 , 31 , 18.5 ,0,0, 118.61 , 101.01 , 118.78 , 120.11 , 116.68 
8,PBN,Off Road,, 85.2 , -   , 31 , -   ,0,0, 85.19 , 85.19 , 85.19 , 85.19 , 85.19 
9,PBN,Off Road,, 129.4 , -   , 31 , -   ,0,0, 129.40 , 129.40 , 129.40 , 129.40 , 129.40 
10,PBN,Off Road,, 382.5 , -   , 31 , -   ,0,0, 382.55 , 382.55 , 382.55 , 382.55 , 382.55 
11,PBN,Off Road,, 40.6 , -   , 31 , -   ,0,0, 40.57 , 40.57 , 40.57 , 40.57 , 40.57 
12,PBN,Off Road,, 14.0 , -   , 31 , -   ,0,0, 16.27 , 16.27 , 16.26 , 16.68 , 15.71 
13,PBN,Off Road,, 11.4 , -   , 31 , -   ,0,0, 13.74 , 13.74 , 13.73 , 14.06 , 13.31 
14,PBN,Off Road,, 504.0 , -   , 31 , -   ,0,0, 503.96 , 503.96 , 503.96 , 503.96 , 503.96 
15,PBN,Off Road,, 28.4 , -   , 31 , -   ,0,0, 28.89 , 28.89 , 28.89 , 29.87 , 28.37 
16,PBN,Off Road,, 229.1 , -   , 31 , -   ,1,0, 229.10 , 229.10 , 229.10 , 229.10 , 229.10 
17,PBN,Off Road,, 66.1 ," 4,213 ", 31 , 36.6 ,0,0, 138.22 , 102.66 , 138.38 , 138.92 , 137.31 
18,PBN,Off Road,, 118.0 , -   , 31 , -   ,0,0, 117.96 , 117.96 , 117.96 , 117.96 , 117.96 
19,PBN,Off Road,, 61.9 , -   , 31 , -   ,0,0, 61.86 , 61.86 , 61.86 , 61.86 , 61.86 
20,PBN,Off Road,FERNDALE PARK TRAIL, 411.7 , 80 , 31 , -   ,0,0, 411.71 , 411.71 , 411.71 , 411.71 , 411.71 
21,PBN,Off Road,, 60.6 , 91 , 31 , 20.0 ,0,0, 83.76 , 80.59 , 83.85 , 85.08 , 82.05 
22,PBN,Off Road,, 20.5 , -   , 31 , -   ,0,0, 22.18 , 22.18 , 22.18 , 22.84 , 21.31 
23,PBN,Off Road,FERNDALE PARK TRAIL, 158.8 , -   , 31 , -   ,0,0, 158.76 , 158.76 , 158.76 , 158.76 , 158.76 
24,PBN,Off Road,FERNDALE PARK TRAIL, 6.0 , -   , 31 , -   ,0,0, 8.03 , 8.03 , 8.03 , 8.17 , 7.84 
25,PBN,Off Road,, 91.9 , -   , 31 , -   ,0,0, 91.86 , 91.86 , 91.86 , 91.86 , 91.86 
26,PBN,Off Road,, 102.1 , -   , 31 , -   ,0,0, 102.10 , 102.10 , 102.10 , 102.10 , 102.10 
27,PBN,Off Road,SANDRIDGE RAIL TRAIL, 62.9 , -   , 31 , -   ,0,0, 62.88 , 62.88 , 62.88 , 62.88 , 62.88 
28,PBN,Off Road,, 186.4 ," 2,883 ", 31 , 15.1 ,2,1, 274.04 , 207.97 , 273.89 , 276.81 , 270.46 
29,PBN,Off Road,, 75.8 ," 1,312 ", 31 , 77.9 ,0,0, 179.66 , 151.67 , 179.75 , 180.76 , 178.24 
30,PBN,Off Road,," 2,595.0 "," 2,740 ", 31 , 39.7 ,8,4," 2,652.99 "," 2,634.79 "," 2,652.85 "," 2,712.41 "," 2,634.79 "
31,PBN,Off Road,, 272.9 , -   , 31 , -   ,0,0, 272.93 , 272.93 , 272.93 , 272.93 , 272.93 
32,PBN,Off Road,, 111.6 , 518 , 31 , 17.6 ,0,0, 151.39 , 129.21 , 151.50 , 153.45 , 148.73 
33,PBN,Off Road,, 86.8 , -   , 31 , -   ,0,0, 86.84 , 86.84 , 86.84 , 86.84 , 86.84 
34,PBN,Off Road,, 12.7 , 72 , 31 , -   ,0,0, 17.84 , 14.99 , 17.64 , 18.44 , 17.06 
35,PBN,Off Road,CAPITAL CITY TRAIL, 256.2 , -   , 31 , -   ,0,0, 256.18 , 256.18 , 256.18 , 256.18 , 256.18 
36,PBN,Off Road,CAPITAL CITY TRAIL, 276.5 ," 2,341 ", 31 , -   ,0,0, 352.98 , 276.52 , 352.57 , 357.59 , 347.03 
37,PBN,Off Road,, 243.3 , -   , 31 , -   ,0,0, 243.33 , 243.33 , 243.33 , 243.33 , 243.33 
38,PBN,Off Road,OUTER CIRCLE RAIL TRAIL, 16.2 , -   , 31 , -   ,0,0, 18.36 , 18.36 , 18.35 , 18.85 , 17.70 
39,PBN,Off Road,, 24.1 , 36 , 31 , 0.3 ,0,0, 26.86 , 25.63 , 26.95 , 28.19 , 25.12 
40,PBN,Off Road,, 888.2 , -   , 31 , -   ,0,0, 888.15 , 888.15 , 888.15 , 888.15 , 888.15 
41,PBN,Off Road,, 22.0 , -   , 31 , -   ,0,0, 23.54 , 23.54 , 23.54 , 24.27 , 22.58 
42,PBN,Off Road,, 36.3 ," 1,776 ", 31 , -   ,0,0, 54.52 , 36.26 , 54.46 , 55.14 , 53.99 
43,PBN,Off Road,, 68.0 ," 3,726 ", 31 , 29.6 ,0,0, 132.80 , 97.57 , 132.75 , 133.55 , 131.82 
44,PBN,Off Road,, 71.9 , -   , 31 , -   ,0,0, 71.92 , 71.92 , 71.92 , 71.92 , 71.92 
45,PBN,Off Road,, 491.6 , -   , 31 , -   ,4,1, 491.62 , 491.62 , 491.62 , 491.62 , 491.62 
46,PBN,Off Road,, 470.4 , 255 , 31 , 18.5 ,0,0, 489.04 , 489.04 , 489.04 , 489.04 , 489.04 
47,PBN,Off Road,, 47.0 , 277 , 31 , 20.2 ,0,0, 77.89 , 67.11 , 77.87 , 78.73 , 76.82 
48,PBN,Off Road,, 301.8 , -   , 31 , -   ,0,0, 301.81 , 301.81 , 301.81 , 301.81 , 301.81 
49,PBN,Off Road,, 60.4 , -   , 31 , -   ,0,0, 60.37 , 60.37 , 60.37 , 60.37 , 60.37 
50,PBN,Off Road,, 105.0 , -   , 31 , -   ,0,1, 104.98 , 104.98 , 104.98 , 104.98 , 104.98 
51,PBN,Off Road,, 35.2 , 341 , 31 , 21.9 ,0,0, 67.49 , 57.13 , 67.32 , 68.45 , 66.75 
52,PBN,Off Road,, 90.1 , -   , 31 , -   ,1,0, 91.61 , 91.61 , 91.61 , 91.61 , 91.61 
53,PBN,Off Road,, 16.7 , -   , 31 , -   ,0,0, 18.81 , 18.81 , 18.80 , 19.32 , 18.12 
54,PBN,Off Road,, 42.0 , 434 , 31 , -   ,0,0, 54.70 , 42.01 , 54.56 , 55.38 , 53.83 
55,PBN,Off Road,, 409.9 , -   , 31 , -   ,0,0, 409.90 , 409.90 , 409.90 , 409.90 , 409.90 
56,PBN,Off Road,, 222.8 , -   , 31 , -   ,0,0, 222.82 , 222.82 , 222.82 , 222.82 , 222.82 
57,PBN,Off Road,, 19.9 ," 1,615 ", 31 , -   ,0,0, 33.07 , 21.72 , 33.07 , 33.91 , 31.96 
58,PBN,Off Road,, 22.4 , -   , 31 , -   ,0,0, 23.83 , 23.83 , 23.83 , 24.57 , 22.86 
59,PBN,Off Road,, 712.4 , -   , 31 , -   ,3,0, 712.43 , 712.43 , 712.43 , 712.43 , 712.43 
60,PBN,Off Road,, 166.8 , -   , 31 , -   ,0,0, 166.83 , 166.83 , 166.83 , 166.83 , 166.83 
61,PBN,Off Road,, 48.5 , -   , 31 , -   ,0,0, 48.49 , 48.49 , 48.49 , 48.49 , 48.49 
62,PBN,Off Road,, 24.9 , 720 , 31 , 30.8 ,0,0, 61.65 , 50.82 , 62.15 , 62.81 , 60.12 
63,PBN,Off Road,, 19.8 , -   , 31 , -   ,0,0, 21.56 , 21.56 , 21.55 , 22.19 , 20.72 
64,PBN,Off Road,FERNDALE PARK TRAIL, 231.8 , 115 , 31 , -   ,0,1, 231.78 , 231.78 , 231.78 , 231.78 , 231.78 
65,PBN,Off Road,, 110.4 , -   , 31 , -   ,0,0, 110.37 , 110.37 , 110.37 , 110.37 , 110.37 
66,PBN,Off Road,, 127.8 , -   , 31 , -   ,0,0, 127.78 , 127.78 , 127.78 , 127.78 , 127.78 
67,PBN,Off Road,, 140.1 , -   , 31 , -   ,0,0, 140.05 , 140.05 , 140.05 , 140.05 , 140.05 
68,PBN,Off Road,, 170.5 , -   , 31 , -   ,0,0, 170.52 , 170.52 , 170.52 , 170.52 , 170.52 
69,PBN,Off Road,, 313.0 , 303 , 31 , 8.6 ,1,0, 321.65 , 321.65 , 321.65 , 327.59 , 321.65 
70,PBN,Off Road,," 1,422.9 ", -   , 31 , -   ,1,0," 1,423.01 "," 1,423.01 "," 1,423.01 "," 1,423.01 "," 1,423.01 "
71,PBN,Off Road,, 321.2 , -   , 31 , -   ,0,0, 321.19 , 321.19 , 321.19 , 321.19 , 321.19 
72,PBN,Off Road,, 196.4 , 805 , 31 , 22.1 ,0,0, 254.37 , 218.49 , 254.19 , 258.08 , 249.60 
73,PBN,Off Road,, 43.0 , -   , 31 , -   ,0,0, 43.02 , 43.02 , 43.02 , 43.02 , 43.02 
74,PBN,Off Road,, 638.8 , -   , 31 , -   ,0,0, 638.88 , 638.88 , 638.88 , 638.88 , 638.88 
75,PBN,Off Road,, 57.4 , -   , 31 , -   ,0,0, 57.45 , 57.45 , 57.45 , 57.45 , 57.45 
76,PBN,Off Road,, 492.7 , -   , 31 , -   ,0,0, 492.70 , 492.70 , 492.70 , 492.70 , 492.70 
77,PBN,Off Road,, 21.7 , -   , 31 , -   ,0,0, 23.28 , 23.28 , 23.28 , 23.99 , 22.34 
78,PBN,Off Road,, 18.6 , -   , 31 , -   ,0,0, 20.48 , 20.48 , 20.47 , 21.06 , 19.70 
79,PBN,Off Road,, 580.8 ," 1,922 ", 31 , -   ,1,0, 670.78 , 580.83 , 671.46 , 682.10 , 656.18 
80,PBN,Off Road,, 89.1 , 494 , 31 , -   ,0,0, 108.89 , 89.13 , 108.84 , 110.49 , 106.82 
81,PBN,Off Road,, 44.8 , -   , 31 , -   ,0,0, 44.82 , 44.82 , 44.82 , 44.82 , 44.82 
82,PBN,Off Road,," 2,205.5 ", 156 , 31 , -   ,0,0," 2,205.59 "," 2,205.59 "," 2,205.59 "," 2,205.59 "," 2,205.59 "
83,PBN,Off Road,," 2,402.3 ", 353 , 31 , -   ,8,5," 2,402.32 "," 2,402.32 "," 2,402.32 "," 2,402.32 "," 2,402.32 "
84,PBN,Off Road,," 1,629.4 ", 458 , 31 , 19.2 ,0,0," 1,648.65 "," 1,648.65 "," 1,648.65 "," 1,648.65 "," 1,648.65 "
85,PBN,Off Road,, 203.9 , -   , 31 , -   ,0,0, 203.87 , 203.87 , 203.87 , 203.87 , 203.87 
86,PBN,Off Road,, 25.5 ," 2,515 ", 31 , 36.6 ,0,0, 67.18 , 52.02 , 67.62 , 68.28 , 65.86 
87,PBN,Off Road,," 1,001.1 ", 407 , 31 , 5.8 ,1,1," 1,006.86 "," 1,006.86 "," 1,006.86 "," 1,006.86 "," 1,006.86 "
88,PBN,Off Road,, 17.1 , 417 , 31 , 21.9 ,0,0, 43.40 , 36.32 , 43.34 , 44.16 , 42.40 
89,PBN,Off Road,MAIN YARRA TRAIL, 679.1 , -   , 31 , -   ,0,0, 679.09 , 679.09 , 679.09 , 679.09 , 679.09 
90,PBN,Off Road,, 15.7 , -   , 31 , -   ,0,0, 17.81 , 17.81 , 17.81 , 18.29 , 17.18 
91,PBN,Off Road,, 64.2 , -   , 31 , -   ,0,0, 64.19 , 64.19 , 64.19 , 64.19 , 64.19 
92,PBN,Off Road,, 17.0 , -   , 31 , -   ,0,0, 19.03 , 19.03 , 19.03 , 19.56 , 18.34 
93,PBN,Off Road,, 5.3 , -   , 31 , -   ,0,0, 7.12 , 7.12 , 7.12 , 7.24 , 6.96 
94,PBN,Off Road,, 33.8 , -   , 31 , -   ,0,0, 33.80 , 33.80 , 33.80 , 34.45 , 33.80 
95,PBN,Off Road,, 61.8 , -   , 31 , -   ,0,0, 61.79 , 61.79 , 61.79 , 61.79 , 61.79 
96,PBN,Off Road,, 476.2 , -   , 31 , -   ,0,0, 476.32 , 476.32 , 476.32 , 476.32 , 476.32 
97,PBN,Off Road,, 56.8 , -   , 31 , -   ,0,0, 56.81 , 56.81 , 56.81 , 56.81 , 56.81 
98,PBN,Off Road,, 152.6 , -   , 31 , -   ,0,0, 152.55 , 152.55 , 152.55 , 152.55 , 152.55 
99,PBN,Off Road,, 88.4 , -   , 31 , -   ,0,0, 88.41 , 88.41 , 88.41 , 88.41 , 88.41 
100,PBN,Off Road,, 214.7 , -   , 31 , -   ,0,0, 214.68 , 214.68 , 214.68 , 214.68 , 214.68 
101,PBN,Off Road,, 321.7 , -   , 31 , -   ,0,0, 321.73 , 321.73 , 321.73 , 321.73 , 321.73 
102,PBN,Off Road,, 125.8 , -   , 31 , -   ,0,0, 125.78 , 125.78 , 125.78 , 125.78 , 125.78 
103,PBN,Off Road,, 191.4 , -   , 31 , -   ,0,0, 191.37 , 191.37 , 191.37 , 191.37 , 191.37 
104,PBN,Off Road,, 142.5 , -   , 31 , -   ,0,0, 142.48 , 142.48 , 142.48 , 142.48 , 142.48 
105,PBN,Off Road,, 357.9 , -   , 31 , -   ,0,0, 357.88 , 357.88 , 357.88 , 357.88 , 357.88 
106,PBN,Off Road,, 556.4 , -   , 31 , -   ,0,0, 556.36 , 556.36 , 556.36 , 556.36 , 556.36 
107,PBN,Off Road,," 1,415.7 ", 904 , 31 , 37.1 ,0,0," 1,452.79 "," 1,452.79 "," 1,452.79 "," 1,452.79 "," 1,452.79 "
108,PBN,Off Road,, 37.9 , -   , 31 , -   ,1,0, 47.42 , 47.42 , 47.42 , 47.42 , 47.42 
109,PBN,Off Road,, 154.6 , -   , 31 , -   ,0,0, 154.61 , 154.61 , 154.61 , 154.61 , 154.61 
110,PBN,Off Road,, 13.9 , -   , 31 , -   ,0,0, 16.10 , 16.10 , 16.09 , 16.51 , 15.55 
111,PBN,Off Road,, 122.9 , -   , 31 , -   ,0,0, 122.86 , 122.86 , 122.86 , 122.86 , 122.86 
112,PBN,Off Road,, 12.7 , -   , 31 , -   ,0,0, 14.94 , 14.94 , 14.93 , 15.30 , 14.45 
113,PBN,Off Road,, 87.7 , -   , 31 , -   ,0,0, 87.69 , 87.69 , 87.69 , 87.69 , 87.69 
114,PBN,Off Road,, 59.9 , 335 , 31 , 16.3 ,0,0, 89.56 , 76.20 , 89.56 , 90.63 , 88.17 
115,PBN,Off Road,, 70.7 ," 4,762 ", 31 , 179.7 ,0,0, 179.87 , 141.35 , 179.79 , 180.61 , 178.92 
116,PBN,Off Road,, 104.7 , -   , 31 , -   ,0,0, 104.71 , 104.71 , 104.71 , 104.71 , 104.71 
117,PBN,Off Road,, 18.0 , -   , 31 , -   ,0,0, 19.95 , 19.95 , 19.94 , 20.51 , 19.20 
118,PBN,Off Road,CAPITAL CITY TRAIL, 20.5 , 589 , 31 , 18.0 ,0,0, 49.13 , 40.22 , 49.12 , 50.05 , 47.90 
119,PBN,Off Road,, 165.6 , -   , 31 , -   ,1,0, 165.60 , 165.60 , 165.60 , 165.60 , 165.60 
120,PBN,Off Road,, 34.3 , -   , 31 , -   ,0,0, 34.32 , 34.32 , 34.32 , 34.87 , 34.32 
121,PBN,Off Road,, 55.5 , -   , 31 , -   ,0,0, 55.48 , 55.48 , 55.48 , 55.48 , 55.48 
122,PBN,Off Road,, 75.7 , -   , 31 , -   ,0,0, 75.75 , 75.75 , 75.75 , 75.75 , 75.75 
123,PBN,Off Road,, 205.6 , -   , 31 , -   ,0,0, 205.62 , 205.62 , 205.62 , 205.62 , 205.62 
124,PBN,Off Road,, 96.3 , -   , 31 , -   ,0,0, 96.27 , 96.27 , 96.27 , 96.27 , 96.27 
125,PBN,Off Road,, 118.0 ," 7,388 ", 31 , 276.8 ,1,0, 299.16 , 235.97 , 299.02 , 300.42 , 297.53 
126,PBN,Off Road,, 339.7 , -   , 31 , -   ,0,0, 339.68 , 339.68 , 339.68 , 339.68 , 339.68 
127,PBN,Off Road,, 10.7 , -   , 31 , -   ,0,0, 13.01 , 13.01 , 13.00 , 13.31 , 12.61 
128,PBN,Off Road,, 260.9 , -   , 31 , -   ,0,1, 260.87 , 260.87 , 260.87 , 260.87 , 260.87 
129,PBN,Off Road,, 128.5 , -   , 31 , -   ,0,0, 128.52 , 128.52 , 128.52 , 128.52 , 128.52 
130,PBN,Off Road,, 72.5 ," 2,146 ", 31 , 17.6 ,0,0, 121.95 , 90.15 , 121.80 , 122.89 , 120.74 
131,PBN,Off Road,, 78.1 , -   , 31 , -   ,0,0, 78.12 , 78.12 , 78.12 , 78.12 , 78.12 
132,PBN,Off Road,, 318.9 , -   , 31 , -   ,0,0, 318.86 , 318.86 , 318.86 , 318.86 , 318.86 
133,PBN,Off Road,, 132.6 , -   , 31 , -   ,1,0, 132.62 , 132.62 , 132.62 , 132.62 , 132.62 
134,PBN,Off Road,, 30.8 , -   , 31 , -   ,0,0, 30.86 , 30.86 , 30.86 , 31.94 , 30.80 
135,PBN,Off Road,CAPITAL CITY TRAIL, 23.7 , -   , 31 , -   ,1,0, 32.47 , 32.47 , 32.47 , 33.26 , 31.42 
136,PBN,Off Road,, 331.4 ," 1,030 ", 31 , 18.0 ,0,0, 397.99 , 349.32 , 397.61 , 404.51 , 389.58 
137,PBN,Off Road,, 3.6 , 86 , 31 , 17.7 ,0,0, 10.24 , 8.76 , 10.23 , 10.36 , 10.08 
138,PBN,Off Road,, 273.2 , -   , 31 , -   ,0,0, 273.16 , 273.16 , 273.16 , 273.16 , 273.16 
139,PBN,Off Road,, 198.1 , 774 , 31 , -   ,0,0, 233.07 , 198.14 , 232.86 , 236.83 , 228.22 
140,PBN,Off Road,, 83.0 , 27 , 31 , -   ,0,0, 83.05 , 83.05 , 83.05 , 83.05 , 83.05 
141,PBN,Off Road,, 207.4 , -   , 31 , -   ,0,0, 207.41 , 207.41 , 207.41 , 207.41 , 207.41 
