OBJECTID,NETWORK,TYPE,NAME, len , total traffic 2015 , total trucks 2015 , bus km 2015 , 5 year accidents , traffic lights , base case - current ,no trucks, dist_grow by trend , dist_grow by 20% , dist_decline by 20%  
1413,PBN,On Road,, 13.5 ," 2,980 ", 132 , 35.6 ,0,0, 42.69 , 33.24 , 42.62 , 43.05 , 42.23 
1414,PBN,On Road,, 65.6 ," 1,487 ", 99 , 98.5 ,0,0, 163.12 , 136.61 , 162.88 , 166.14 , 159.14 
1415,PBN,On Road,, 76.9 , 402 , 16 , 17.6 ,0,0, 111.02 , 94.55 , 111.03 , 112.41 , 109.22 
1416,PBN,On Road,, 269.1 ," 20,399 "," 1,326 ", 286.7 ,0,0, 774.93 , 624.16 , 774.17 , 784.11 , 762.84 
1417,PBN,On Road,, 44.8 , 996 , 40 , 65.5 ,0,0, 107.47 , 89.50 , 107.45 , 108.66 , 106.68 
1418,PBN,On Road,, 81.7 , -   , -   , -   ,0,0, 81.70 , 81.70 , 81.70 , 81.70 , 81.70 
1419,PBN,On Road,, 263.8 , 77 , -   , -   ,0,0, 263.82 , 263.82 , 263.82 , 263.82 , 263.82 
1420,PBN,On Road,, 26.6 , 574 , 73 , -   ,0,0, 42.50 , 31.94 , 42.37 , 43.62 , 41.04 
1421,PBN,On Road,, 152.3 ," 33,861 "," 1,926 ", 197.6 ,0,0, 488.54 , 381.99 , 488.36 , 492.23 , 483.67 
1422,PBN,On Road,, 65.3 ," 27,953 "," 1,545 ", 93.2 ,0,0, 223.14 , 171.93 , 222.89 , 224.30 , 221.60 
1423,PBN,On Road,, 4.8 ," 10,888 ", 709 , 35.2 ,0,0, 19.24 , 14.43 , 19.24 , 19.24 , 19.24 
1424,PBN,On Road,, 87.9 ," 36,251 "," 2,064 ", 116.6 ,2,1, 314.34 , 245.85 , 314.05 , 315.93 , 312.26 
1425,PBN,On Road,, 121.9 ," 1,429 ", 33 , 284.4 ,1,1, 282.71 , 243.86 , 282.43 , 284.62 , 280.24 
1426,PBN,On Road,, 244.7 ," 1,049 ", 44 , 22.0 ,0,0, 312.77 , 266.67 , 312.47 , 317.35 , 306.86 
1427,PBN,On Road,, 25.4 , 99 , 6 , 24.2 ,0,0, 54.04 , 49.58 , 54.02 , 54.53 , 53.42 
1428,PBN,On Road,, 18.9 , -   , -   , -   ,0,0, 18.88 , 18.88 , 18.88 , 18.88 , 18.88 
1429,PBN,On Road,, 225.6 , 62 , 4 , 17.7 ,0,0, 243.30 , 243.30 , 243.30 , 243.30 , 243.30 
1430,PBN,On Road,, 545.8 , -   , -   , -   ,0,0, 545.84 , 545.84 , 545.84 , 545.84 , 545.84 
1431,PBN,On Road,, 106.1 , -   , -   , -   ,0,0, 106.14 , 106.14 , 106.14 , 106.14 , 106.14 
1432,PBN,On Road,, 106.1 , -   , -   , -   ,0,0, 106.15 , 106.15 , 106.15 , 106.15 , 106.15 
1433,PBN,On Road,, 56.4 ," 5,444 ", 316 , 74.1 ,0,0, 165.69 , 132.31 , 165.50 , 167.52 , 163.27 
1434,PBN,On Road,, 4.5 , -   , -   , -   ,0,0, 4.50 , 4.50 , 4.50 , 4.50 , 4.50 
1435,PBN,On Road,, 457.6 ," 4,664 ", 298 , 963.5 ,1,0," 1,052.82 ", 915.29 ," 1,052.79 "," 1,060.20 "," 1,043.30 "
1436,PBN,On Road,, 310.3 ," 2,871 ", 186 , 656.0 ,0,1, 710.03 , 620.65 , 710.01 , 715.12 , 703.46 
1437,PBN,On Road,, 340.6 ," 3,135 ", 203 , 716.6 ,0,0, 779.09 , 681.21 , 779.06 , 784.68 , 771.86 
1438,PBN,On Road,, 23.5 , 360 , 23 , 82.3 ,0,0, 55.24 , 46.94 , 55.23 , 56.38 , 54.78 
1439,PBN,On Road,, 142.4 ," 4,210 ", 281 , 163.3 ,0,0, 366.68 , 304.23 , 366.08 , 372.86 , 358.54 
1440,PBN,On Road,, 6.8 ," 1,897 ", 258 , 21.2 ,0,0, 23.45 , 18.51 , 23.45 , 23.56 , 23.31 
1441,PBN,On Road,, 18.4 , 732 , 94 , 1.1 ,0,1, 42.00 , 33.23 , 42.02 , 42.65 , 41.13 
1442,PBN,On Road,, 41.7 ," 1,025 ", 35 , 52.0 ,0,0, 100.69 , 83.41 , 100.68 , 101.42 , 99.97 
1443,PBN,On Road,, 3.3 , 247 , 9 , 12.5 ,0,0, 9.14 , 7.29 , 9.14 , 9.27 , 8.97 
1444,PBN,On Road,, 74.6 , 812 , 36 , 184.6 ,1,0, 175.30 , 152.24 , 175.26 , 176.49 , 173.76 
1445,PBN,On Road,, 19.3 , 871 , 110 , -   ,0,0, 35.63 , 26.09 , 35.61 , 36.30 , 34.75 
1446,PBN,On Road,, 112.2 ," 24,169 "," 1,666 ", 134.4 ,0,0, 363.19 , 285.13 , 362.65 , 365.80 , 359.76 
1447,PBN,On Road,, 148.6 ," 3,274 ", 209 , 343.4 ,0,0, 366.85 , 307.37 , 366.46 , 373.78 , 357.73 
1448,PBN,On Road,, 90.6 ," 1,906 ", 243 , -   ,0,0, 144.29 , 108.55 , 144.36 , 148.11 , 139.26 
1449,PBN,On Road,, 82.0 , -   , -   , -   ,0,0, 82.01 , 82.01 , 82.01 , 82.01 , 82.01 
1450,PBN,On Road,, 235.8 , 385 , -   , -   ,0,0, 250.82 , 235.82 , 250.61 , 255.91 , 244.25 
1451,PBN,On Road,, 97.7 ," 2,228 ", 286 , -   ,0,0, 158.25 , 118.70 , 157.94 , 162.29 , 152.93 
1452,PBN,On Road,, 50.5 , 133 , 12 , -   ,0,0, 56.86 , 50.55 , 56.36 , 57.88 , 55.54 
1453,PBN,On Road,, 763.2 , 716 , 76 , -   ,1,0, 763.22 , 763.22 , 763.41 , 774.61 , 763.22 
2001,PBN,On Road,, 44.0 , 476 , 24 , 61.6 ,0,0, 101.48 , 87.92 , 101.42 , 102.18 , 100.57 
1454,PBN,On Road,, 41.9 , 270 , 14 , 78.4 ,0,0, 93.98 , 83.87 , 94.03 , 94.71 , 93.03 
1455,PBN,On Road,, 403.9 , -   , -   , -   ,0,0, 403.88 , 403.88 , 403.88 , 403.88 , 403.88 
1456,PBN,On Road,, 241.9 ," 15,231 "," 1,231 ", -   ,1,1, 450.52 , 320.78 , 450.33 , 458.86 , 439.56 
1457,PBN,On Road,, 21.3 , 483 , 12 , 35.7 ,3,4, 81.99 , 73.40 , 82.03 , 82.28 , 81.62 
1458,PBN,On Road,, 287.3 ," 7,077 ", 894 , -   ,0,0, 471.84 , 352.66 , 471.02 , 483.53 , 456.45 
1459,PBN,On Road,, 23.1 , 62 , -   , -   ,0,0, 26.06 , 23.11 , 26.04 , 26.52 , 25.46 
1460,PBN,On Road,," 3,402.4 "," 56,709 "," 3,272 "," 3,445.4 ",7,2," 8,044.11 "," 6,804.93 "," 8,044.68 "," 8,188.09 "," 7,979.77 "
1461,PBN,On Road,, 523.7 ," 3,689 ", 474 , -   ,2,3, 656.02 , 523.67 , 655.99 , 673.36 , 644.38 
1462,PBN,On Road,, 301.2 ," 2,384 ", 306 , -   ,3,1, 382.79 , 302.13 , 381.72 , 398.45 , 375.28 
1463,PBN,On Road,," 1,050.9 "," 8,247 ", 724 , 72.7 ,20,2," 1,559.95 "," 1,279.68 "," 1,559.35 "," 1,577.72 "," 1,537.03 "
1464,PBN,On Road,, 221.0 , 400 , -   , -   ,0,0, 238.02 , 221.02 , 237.82 , 242.72 , 231.95 
2002,PBN,On Road,, 16.1 , 914 , 63 , 18.4 ,5,1, 66.80 , 58.37 , 66.75 , 67.40 , 66.02 
1465,PBN,On Road,," 1,628.1 "," 3,417 ", 50 , 82.2 ,3,1," 1,866.64 "," 1,710.36 "," 1,865.82 "," 1,900.57 "," 1,822.86 "
2003,PBN,On Road,, 117.6 ," 2,018 ", 72 , 148.2 ,1,1, 278.54 , 235.26 , 278.40 , 280.25 , 276.33 
1466,PBN,On Road,," 1,596.5 "," 8,199 ", 530 ," 1,627.2 ",3,2," 3,531.34 "," 3,193.16 "," 3,529.92 "," 3,560.36 "," 3,493.91 "
2004,PBN,On Road,, 120.0 ," 4,020 ", 131 , 310.9 ,1,1, 296.65 , 242.10 , 296.45 , 302.31 , 292.60 
1467,PBN,On Road,, 433.0 ," 3,324 ", 86 , 490.6 ,2,2, 980.24 , 865.99 , 981.24 , 987.59 , 970.76 
2005,PBN,On Road,, 10.6 ," 3,509 ", 225 , 51.3 ,0,0, 35.72 , 27.74 , 35.67 , 35.92 , 35.44 
1468,PBN,On Road,," 3,170.3 "," 20,105 ", 547 ," 3,171.3 ",2,4," 7,098.70 "," 6,340.62 "," 7,106.19 "," 7,154.32 "," 7,026.94 "
2006,PBN,On Road,, 130.4 , -   , -   , -   ,0,0, 130.44 , 130.44 , 130.44 , 130.44 , 130.44 
2007,PBN,On Road,, 10.2 , 885 , 48 , 42.6 ,1,2, 42.49 , 36.59 , 42.48 , 42.84 , 42.04 
1469,PBN,On Road,," 1,187.4 "," 10,500 "," 1,338 ", -   ,5,1," 1,550.89 "," 1,215.85 "," 1,548.34 "," 1,611.38 "," 1,497.18 "
2008,PBN,On Road,, 146.1 ," 1,715 ", 219 , -   ,0,0, 204.53 , 157.94 , 204.06 , 211.56 , 195.29 
1470,PBN,On Road,, 775.2 ," 30,870 "," 3,936 ", 17.6 ,2,3," 1,414.78 "," 1,045.05 "," 1,410.91 "," 1,442.55 "," 1,378.26 "
2009,PBN,On Road,, 124.4 ," 6,281 ", 793 , -   ,0,0, 233.70 , 170.54 , 233.24 , 237.87 , 228.21 
1471,PBN,On Road,," 1,598.5 "," 29,728 "," 3,775 ", 53.1 ,6,4," 2,531.56 "," 1,926.70 "," 2,527.31 "," 2,601.09 "," 2,440.10 "
2010,PBN,On Road,, 99.2 , -   , -   , -   ,0,0, 99.22 , 99.22 , 99.22 , 99.22 , 99.22 
1472,PBN,On Road,, 202.0 ," 1,861 ", 237 , -   ,0,0, 266.59 , 208.52 , 266.88 , 276.80 , 255.83 
2011,PBN,On Road,, 167.5 , 399 , 26 , 22.0 ,0,0, 208.32 , 189.49 , 208.34 , 211.75 , 203.90 
1473,PBN,On Road,, 740.5 ," 3,725 ", 281 , 780.5 ,0,0," 1,635.93 "," 1,481.08 "," 1,635.49 "," 1,649.44 "," 1,618.51 "
2012,PBN,On Road,, 97.8 , -   , -   , -   ,0,0, 97.83 , 97.83 , 97.83 , 97.83 , 97.83 
1474,PBN,On Road,," 2,825.3 "," 48,446 "," 5,086 "," 2,871.8 ",3,1," 7,022.63 "," 5,983.25 "," 7,025.67 "," 7,151.62 "," 6,852.90 "
2013,PBN,On Road,, 559.9 ," 49,382 "," 2,149 "," 1,178.4 ",2,1," 1,596.21 "," 1,271.34 "," 1,597.48 "," 1,616.06 "," 1,570.07 "
1475,PBN,On Road,, 965.2 ," 4,470 ", 340 , 982.8 ,2,1," 2,121.92 "," 1,930.39 "," 2,123.17 "," 2,139.75 "," 2,098.90 "
2014,PBN,On Road,, 282.5 , -   , -   , -   ,0,0, 283.18 , 283.18 , 283.18 , 283.18 , 283.18 
1476,PBN,On Road,," 1,899.1 "," 8,646 ", 657 ," 1,916.9 ",6,1," 4,170.84 "," 3,798.21 "," 4,173.30 "," 4,206.03 "," 4,125.43 "
2015,PBN,On Road,," 3,226.8 "," 37,648 "," 1,333 "," 3,280.5 ",5,5," 7,480.77 "," 6,454.40 "," 7,477.97 "," 7,531.51 "," 7,415.30 "
1477,PBN,On Road,, 583.2 ," 88,241 "," 8,119 ", 918.1 ,2,2," 1,852.85 "," 1,473.92 "," 1,857.28 "," 1,867.26 "," 1,833.88 "
2016,PBN,On Road,, 180.8 , -   , -   , -   ,2,0, 185.91 , 185.91 , 185.91 , 185.91 , 185.91 
1478,PBN,On Road,, 545.9 , -   , -   , -   ,0,0, 545.88 , 545.88 , 545.88 , 545.88 , 545.88 
2017,PBN,On Road,," 1,313.6 "," 45,341 "," 4,660 ", 35.2 ,2,1," 2,284.08 "," 1,681.86 "," 2,282.68 "," 2,335.02 "," 2,217.05 "
1479,PBN,On Road,, 261.2 , 560 , 31 , 28.1 ,0,0, 315.16 , 289.36 , 315.15 , 320.59 , 308.16 
2018,PBN,On Road,," 8,284.8 "," 34,353 "," 3,917 ", -   ,7,2," 9,810.12 "," 8,284.77 "," 9,832.87 "," 9,965.98 "," 9,609.06 "
1480,PBN,On Road,," 1,732.0 ", -   , -   , -   ,2,1," 1,732.01 "," 1,732.01 "," 1,732.01 "," 1,732.01 "," 1,732.01 "
2019,PBN,On Road,," 1,263.4 ", -   , -   , -   ,0,1," 1,263.37 "," 1,263.37 "," 1,263.37 "," 1,263.37 "," 1,263.37 "
1481,PBN,On Road,, 913.1 ," 12,888 ", 126 , 22.1 ,14,1," 1,313.33 "," 1,000.42 "," 1,311.62 "," 1,327.16 "," 1,295.47 "
2020,PBN,On Road,," 1,862.0 "," 34,166 "," 2,250 "," 1,916.0 ",5,3," 4,496.17 "," 3,794.80 "," 4,491.35 "," 4,586.05 "," 4,391.15 "
1482,PBN,On Road,, 272.9 ," 10,190 ", 86 , -   ,22,2, 526.85 , 398.95 , 526.23 , 530.19 , 522.53 
1483,PBN,On Road,, 497.9 ," 12,564 "," 1,528 ", 45.5 ,2,1, 863.27 , 655.20 , 862.86 , 883.55 , 836.59 
2021,PBN,On Road,," 5,092.1 "," 229,009 "," 20,012 "," 7,576.8 ",15,9," 14,089.16 "," 11,580.20 "," 14,079.93 "," 14,278.94 "," 13,839.41 "
1484,PBN,On Road,," 1,341.7 "," 120,083 "," 14,441 ", 55.1 ,66,8," 3,286.43 "," 2,505.81 "," 3,279.86 "," 3,324.15 "," 3,236.84 "
2022,PBN,On Road,," 4,848.8 "," 34,756 "," 2,807 "," 4,980.6 ",11,4," 10,933.86 "," 9,697.57 "," 10,934.12 "," 11,017.16 "," 10,826.41 "
1485,PBN,On Road,, 232.3 ," 17,553 "," 1,937 ", 42.9 ,0,0, 503.94 , 373.88 , 503.10 , 511.01 , 494.65 
1486,PBN,On Road,, 235.9 ," 20,798 "," 2,438 ", 21.5 ,10,1, 578.87 , 442.07 , 577.99 , 585.58 , 570.05 
2023,PBN,On Road,," 4,761.6 "," 56,224 "," 2,736 "," 4,769.2 ",14,8," 11,044.87 "," 9,523.14 "," 11,043.60 "," 11,119.57 "," 10,948.50 "
1487,PBN,On Road,, 146.4 , 550 , 26 , 35.2 ,4,1, 244.75 , 219.67 , 244.50 , 247.55 , 241.14 
1488,PBN,On Road,," 1,410.8 "," 132,427 "," 7,684 ", -   ,2,3," 2,719.14 "," 1,889.66 "," 2,711.65 "," 2,765.38 "," 2,658.26 "
2024,PBN,On Road,, 133.2 , 703 , 47 , 22.0 ,0,0, 183.83 , 155.16 , 183.70 , 186.24 , 180.72 
1489,PBN,On Road,," 1,935.7 "," 46,683 "," 2,660 ", -   ,3,2," 2,856.51 "," 2,058.93 "," 2,857.64 "," 2,946.60 "," 2,737.87 "
2025,PBN,On Road,, 414.6 ," 6,979 ", 516 , 11.0 ,2,2, 595.26 , 443.74 , 597.81 , 615.29 , 569.26 
1490,PBN,On Road,, 405.5 ," 21,887 ", 712 , 443.9 ,0,0," 1,066.39 ", 856.97 ," 1,065.70 "," 1,083.59 "," 1,043.72 "
2026,PBN,On Road,, 806.1 ," 16,965 "," 1,079 ", 844.5 ,7,2," 1,977.11 "," 1,659.19 "," 1,975.60 "," 2,015.11 "," 1,927.08 "
1491,PBN,On Road,," 1,763.1 "," 12,799 ", 411 ," 1,794.9 ",3,3," 3,978.95 "," 3,526.50 "," 3,977.61 "," 4,009.18 "," 3,939.96 "
2027,PBN,On Road,, 369.6 ," 6,057 ", 746 , 19.8 ,1,0, 575.08 , 441.29 , 574.26 , 591.70 , 553.21 
1492,PBN,On Road,, 16.5 ," 1,352 ", -   , -   ,0,0, 25.89 , 16.49 , 25.85 , 26.05 , 25.68 
2028,PBN,On Road,, 512.1 ," 9,295 ", 789 , 552.0 ,0,0," 1,260.69 "," 1,068.52 "," 1,264.13 "," 1,284.55 "," 1,229.29 "
1493,PBN,On Road,, 122.1 ," 5,403 ", -   , -   ,0,0, 182.03 , 122.12 , 181.77 , 183.47 , 180.18 
2029,PBN,On Road,," 2,114.6 "," 12,664 "," 1,170 ", -   ,1,2," 2,604.54 "," 2,114.57 "," 2,605.61 "," 2,642.00 "," 2,556.22 "
1494,PBN,On Road,, 565.5 ," 16,156 "," 1,118 ", 586.3 ,5,2," 1,453.67 "," 1,208.25 "," 1,452.33 "," 1,478.26 "," 1,421.31 "
2030,PBN,On Road,, 8.6 , 288 , 13 , 25.5 ,0,0, 21.78 , 17.89 , 21.75 , 22.17 , 21.28 
1495,PBN,On Road,, 299.9 ," 6,448 ", 823 , -   ,0,1, 479.70 , 360.59 , 478.44 , 492.30 , 463.13 
2031,PBN,On Road,," 6,559.9 "," 141,693 "," 6,537 "," 6,722.2 ",12,12," 15,730.10 "," 13,120.65 "," 15,716.09 "," 16,047.93 "," 15,612.58 "
1496,PBN,On Road,, 259.4 ," 8,258 "," 1,017 ", 65.0 ,0,0, 511.62 , 395.40 , 511.65 , 521.56 , 498.54 
1497,PBN,On Road,, 410.2 ," 8,638 "," 1,103 ", -   ,14,0, 759.89 , 598.08 , 757.51 , 777.21 , 737.11 
2032,PBN,On Road,," 2,610.1 "," 111,748 "," 31,243 "," 3,602.5 ",3,3," 7,787.10 "," 6,517.73 "," 7,788.26 "," 7,864.25 "," 7,685.82 "
1498,PBN,On Road,, 270.7 ," 2,860 ", 121 , -   ,0,0, 353.27 , 270.66 , 353.73 , 357.61 , 347.68 
2033,PBN,On Road,, 209.2 ," 3,354 ", 190 , 242.9 ,0,0, 493.61 , 418.46 , 493.47 , 500.25 , 489.62 
1499,PBN,On Road,," 1,628.8 ", 159 , 16 , 17.6 ,4,0," 1,646.44 "," 1,646.44 "," 1,646.44 "," 1,646.44 "," 1,646.44 "
2034,PBN,On Road,," 5,656.0 "," 154,236 "," 12,227 "," 2,903.8 ",12,3," 11,853.42 "," 9,433.01 "," 11,851.96 "," 12,096.50 "," 11,533.46 "
1500,PBN,On Road,, 487.0 ," 3,435 ", 152 , 508.8 ,1,0," 1,097.08 ", 973.93 ," 1,096.57 "," 1,105.47 "," 1,086.26 "
1501,PBN,On Road,, 298.2 ," 2,278 ", 101 , 317.8 ,0,0, 674.82 , 596.34 , 674.51 , 679.89 , 668.29 
2035,PBN,On Road,," 1,622.7 "," 20,523 "," 5,101 "," 3,263.4 ",1,2," 4,150.72 "," 3,617.68 "," 4,159.56 "," 4,219.89 "," 4,059.81 "
1502,PBN,On Road,, 468.4 ," 17,555 "," 1,440 ", 20.1 ,2,1, 813.77 , 594.01 , 815.41 , 832.30 , 789.39 
2036,PBN,On Road,, 446.3 , 773 , 184 , 49.9 ,0,0, 527.91 , 496.20 , 528.04 , 537.47 , 515.57 
1503,PBN,On Road,, 372.5 ," 24,715 "," 1,166 ", 431.0 ,0,0," 1,032.83 ", 830.47 ," 1,030.71 "," 1,046.89 "," 1,014.32 "
2037,PBN,On Road,," 1,609.2 "," 11,715 "," 1,486 ", 13.6 ,2,1," 2,036.29 "," 1,622.76 "," 2,041.04 "," 2,095.72 "," 2,000.73 "
1504,PBN,On Road,, 264.2 ," 1,429 ", 118 , -   ,2,1, 321.95 , 264.22 , 322.37 , 326.71 , 315.81 
2038,PBN,On Road,, 460.6 , 781 , 96 , 38.2 ,0,0, 530.24 , 498.74 , 530.38 , 540.13 , 517.48 
1505,PBN,On Road,," 1,127.1 "," 18,885 "," 1,264 "," 1,147.6 ",4,1," 2,691.40 "," 2,280.13 "," 2,689.46 "," 2,746.70 "," 2,644.27 "
2039,PBN,On Road,, 760.1 , 156 , 11 , -   ,3,0, 760.07 , 760.07 , 760.07 , 760.07 , 760.07 
1506,PBN,On Road,, 642.1 ," 12,495 ", 798 , 682.9 ,3,0," 1,558.88 "," 1,312.14 "," 1,557.18 "," 1,589.63 "," 1,519.22 "
2040,PBN,On Road,," 2,259.4 "," 19,127 "," 2,422 ", 35.9 ,1,0," 2,951.52 "," 2,326.78 "," 2,946.25 "," 3,067.69 "," 2,871.40 "
1507,PBN,On Road,, 744.3 ," 11,140 ", 704 , 816.8 ,1,0," 1,749.25 "," 1,488.55 "," 1,748.29 "," 1,778.67 "," 1,734.87 "
2041,PBN,On Road,, 682.5 ," 10,879 "," 1,384 ", -   ,3,0," 1,023.75 ", 779.12 ," 1,024.70 "," 1,054.48 ", 983.31 
1508,PBN,On Road,, 112.6 ," 5,529 ", 351 , 133.2 ,0,0, 307.68 , 250.91 , 307.35 , 312.03 , 301.95 
2042,PBN,On Road,, 147.4 ," 2,694 ", 324 , 45.3 ,0,1, 271.34 , 215.91 , 271.35 , 277.83 , 262.80 
1509,PBN,On Road,," 2,800.1 "," 8,373 ", 594 , 35.5 ,4,1," 3,233.14 "," 2,836.02 "," 3,236.16 "," 3,288.55 "," 3,161.65 "
2043,PBN,On Road,, 184.1 ," 26,660 ", 590 , 222.3 ,4,1, 558.05 , 439.48 , 557.13 , 564.53 , 549.50 
1510,PBN,On Road,, 848.5 ," 3,427 ", 35 , 40.0 ,1,0," 1,041.85 ", 888.52 ," 1,044.10 "," 1,057.88 "," 1,021.17 "
2044,PBN,On Road,, 63.6 ," 3,535 ", 78 , 81.3 ,3,0, 184.37 , 151.27 , 184.01 , 187.22 , 180.85 
1511,PBN,On Road,, 151.9 ," 2,504 ", 100 , 173.9 ,0,0, 358.88 , 303.77 , 358.82 , 361.11 , 356.00 
2045,PBN,On Road,, 248.1 ," 11,177 ", 725 , 546.6 ,1,1, 671.82 , 549.52 , 670.14 , 681.59 , 658.97 
1512,PBN,On Road,," 1,035.8 "," 15,254 ", 610 ," 1,057.4 ",8,2," 2,432.17 "," 2,071.53 "," 2,431.80 "," 2,447.73 "," 2,412.09 "
2046,PBN,On Road,," 7,345.3 "," 15,821 "," 1,132 ", -   ,13,1," 8,074.95 "," 7,345.40 "," 8,100.49 "," 8,227.50 "," 7,878.16 "
1513,PBN,On Road,, 232.7 ," 2,967 ", 235 , -   ,0,1, 309.76 , 233.09 , 309.65 , 321.53 , 304.69 
2047,PBN,On Road,," 1,824.5 "," 3,874 ", 275 , -   ,0,0," 2,002.35 "," 1,824.50 "," 2,007.49 "," 2,040.32 "," 1,953.37 "
1514,PBN,On Road,, 566.8 ," 16,038 "," 1,207 "," 1,151.4 ",1,2," 1,464.68 "," 1,219.41 "," 1,466.92 "," 1,489.03 "," 1,432.61 "
2048,PBN,On Road,, 790.1 , -   , -   , -   ,3,0, 790.06 , 790.06 , 790.06 , 790.06 , 790.06 
1515,PBN,On Road,," 2,223.4 "," 30,828 "," 2,326 "," 4,482.4 ",2,0," 5,223.72 "," 4,466.92 "," 5,231.37 "," 5,335.15 "," 5,160.02 "
2049,PBN,On Road,," 2,481.9 "," 3,626 ", 101 , 22.0 ,3,1," 2,625.81 "," 2,504.03 "," 2,624.53 "," 2,680.23 "," 2,555.60 "
1516,PBN,On Road,, 530.6 ," 6,356 ", 812 , -   ,0,0, 746.29 , 575.74 , 745.39 , 771.69 , 712.87 
2050,PBN,On Road,," 1,385.4 "," 8,588 ", 450 , -   ,0,1," 1,712.94 "," 1,385.69 "," 1,714.48 "," 1,737.35 "," 1,681.46 "
1517,PBN,On Road,," 2,389.4 "," 10,894 "," 1,378 ", -   ,8,2," 2,858.68 "," 2,389.40 "," 2,858.51 "," 2,902.95 "," 2,801.57 "
2051,PBN,On Road,, 93.0 , 331 , 18 , 23.6 ,1,0, 131.95 , 116.68 , 132.06 , 133.74 , 129.63 
1518,PBN,On Road,, 368.9 , 130 , 4 , -   ,1,0, 368.88 , 368.88 , 368.88 , 368.88 , 368.88 
2052,PBN,On Road,, 961.8 , 615 , 40 , 19.7 ,0,0, 981.56 , 981.56 , 981.56 , 981.56 , 981.56 
1519,PBN,On Road,, 601.5 ," 9,424 ", 42 , 61.2 ,1,1, 876.99 , 662.72 , 876.60 , 885.92 , 865.47 
2053,PBN,On Road,, 775.2 ," 1,526 ", 73 , 66.1 ,2,0, 909.29 , 841.33 , 908.93 , 925.59 , 888.25 
1520,PBN,On Road,," 1,815.5 "," 11,527 ", 969 , -   ,2,5," 2,249.85 "," 1,815.47 "," 2,257.53 "," 2,281.70 "," 2,208.77 "
2054,PBN,On Road,," 1,990.0 ", 228 , 16 , -   ,6,0," 1,990.04 "," 1,990.04 "," 1,990.04 "," 1,990.04 "," 1,990.04 "
1521,PBN,On Road,, 227.2 ," 9,843 ", 617 , 317.3 ,2,0, 610.69 , 499.86 , 610.19 , 619.78 , 598.73 
2055,PBN,On Road,, 429.8 ," 1,790 ", 54 , 22.0 ,0,0, 531.15 , 451.76 , 530.63 , 539.22 , 520.72 
1522,PBN,On Road,, 697.2 ," 9,201 ", 594 , 718.0 ,0,0," 1,627.17 "," 1,394.33 "," 1,626.36 "," 1,640.84 "," 1,613.36 "
2056,PBN,On Road,," 3,874.6 ", 196 , 20 , -   ,4,1," 3,874.74 "," 3,874.74 "," 3,874.74 "," 3,874.74 "," 3,874.74 "
1523,PBN,On Road,, 459.0 ," 6,142 ", 402 , 481.2 ,0,1," 1,072.18 ", 918.06 ," 1,072.19 "," 1,083.53 "," 1,063.11 "
2057,PBN,On Road,, 302.1 ," 9,306 ", 606 , 354.9 ,0,0, 780.31 , 646.26 , 778.51 , 793.34 , 763.15 
1524,PBN,On Road,, 370.4 ," 5,013 ", 324 , 391.2 ,0,1, 865.69 , 740.77 , 865.25 , 874.73 , 858.39 
2058,PBN,On Road,," 1,924.2 "," 120,064 "," 7,295 "," 2,867.5 ",7,3," 5,391.61 "," 4,361.97 "," 5,392.13 "," 5,461.92 "," 5,299.01 "
1525,PBN,On Road,, 968.7 ," 32,647 "," 2,066 "," 1,008.1 ",1,0," 2,525.50 "," 2,084.39 "," 2,528.89 "," 2,566.62 "," 2,471.37 "
1526,PBN,On Road,, 294.1 ," 37,639 "," 2,585 ", 403.2 ,2,1, 900.93 , 716.21 , 901.46 , 909.31 , 889.91 
2059,PBN,On Road,, 622.2 ," 13,010 ", 569 , 852.0 ,5,2," 1,489.23 "," 1,244.36 "," 1,487.87 "," 1,509.12 "," 1,478.01 "
2060,PBN,On Road,, 852.7 ," 6,653 ", 484 , -   ,0,0," 1,079.48 ", 852.71 ," 1,081.10 "," 1,093.92 "," 1,060.87 "
1527,PBN,On Road,," 2,133.1 ", 706 , 46 , 23.9 ,3,2," 2,156.98 "," 2,156.98 "," 2,156.98 "," 2,156.98 "," 2,156.98 "
2061,PBN,On Road,," 2,966.4 "," 45,525 "," 2,940 "," 3,017.2 ",5,3," 6,981.73 "," 5,933.01 "," 6,977.09 "," 7,125.31 "," 6,924.68 "
1528,PBN,On Road,, 278.0 ," 4,098 ", 110 , 295.7 ,0,0, 652.74 , 555.92 , 653.13 , 656.92 , 647.35 
1529,PBN,On Road,," 2,496.0 "," 27,115 ", 611 ," 2,608.9 ",3,6," 5,762.84 "," 4,992.08 "," 5,767.53 "," 5,802.62 "," 5,711.52 "
2062,PBN,On Road,, 342.6 ," 6,110 ", 391 , 397.3 ,1,1, 822.04 , 694.26 , 820.99 , 838.74 , 806.54 
1530,PBN,On Road,, 379.8 ," 2,631 ", 255 , -   ,1,0, 474.98 , 379.81 , 475.30 , 481.54 , 466.51 
2063,PBN,On Road,, 749.7 ," 3,732 ", 238 , 767.9 ,0,1," 1,656.58 "," 1,500.70 "," 1,656.24 "," 1,670.29 "," 1,638.90 "
1531,PBN,On Road,," 2,853.6 "," 16,853 ", 854 ," 2,884.5 ",2,3," 6,364.68 "," 5,708.48 "," 6,368.60 "," 6,415.36 "," 6,299.30 "
